index,0,1,2,3,4
0,0.0201912036864087,0.2657107843551785,0.38360450556501746,0.2977492294739932,0.032744252181146294
1,0.17239831516053528,0.526677954941988,0.07011589455214562,0.009017884498462081,0.2217899504394154
2,0.9963805824518204,0.0013718668365640951,1.435269749094914e-05,1.0538669013016033e-06,0.002232095386716537
3,0.004959224270351115,0.001755160127572708,0.9413646459579468,0.0019280526521470165,0.04999294062145054
4,0.6855672486126423,0.034770107093208935,0.12128991913050413,0.029815975518431515,0.12855671858415008
5,0.00024323847881646543,5.682162960596315e-06,4.445387165219472e-05,0.9997056871652603,9.559957758996374e-07
6,0.21401325054466724,0.08942417916841805,0.09667759109288454,0.5562258437275887,0.043659130576997995
7,0.9430494904518127,0.0016728016699119053,0.004686448681241018,0.040464325471475604,0.010126938432222232
8,0.975021705031395,0.009739310553413816,0.0003189233066223096,0.0005860411388312059,0.014333989456645213
9,0.21782851591706276,0.42105818539857864,0.10367789212614298,0.19641588255763054,0.06101955333724618
10,0.00749494797040029,0.00223019885567588,0.0013468621071979214,0.9887818545103073,0.00014612061943752863
11,0.5046584419906139,0.10219664400210604,0.006877629342852742,0.00015251157518392233,0.3861147847492248
12,0.003941413000575267,0.9957832396030426,1.2861446451406522e-05,2.5314635418993703e-06,0.0002599862678307474
13,0.38232490746304393,0.05886999140420812,0.4080541436560452,0.014558596936694812,0.13619235204532743
14,9.702233965462018e-06,1.820827070280292e-05,0.9992546737194061,4.001208931353559e-06,0.0007134511546382782
15,0.5950396843254566,0.015535788421402685,0.09556941827759147,0.25910191610455513,0.03475318138953298
16,0.06323287426494062,0.02937578083947301,0.6882641538977623,0.018223528051748872,0.20090362336486578
17,4.5464986386693694e-07,2.7518912710624967e-07,0.9999692142009735,2.6157244974516376e-07,2.9778711642336475e-05
18,0.05066967708989978,0.03381876787170768,0.495366420596838,0.36817165836691856,0.05197349423542619
19,0.2004395453259349,0.4786303974688053,0.07142231875332072,0.02238005446815805,0.22712768870405853
20,0.006898136599332361,0.0022819852312760958,0.9432393610477448,0.018949802177360198,0.028630702072405256
21,9.901909646134553e-06,0.9997945576906204,2.4412812996066e-06,2.5628802806878815e-09,0.00019307637271410833
22,0.024820052029099315,0.00476727650493558,0.09774117171764374,1.6591527379455906e-05,0.8726548999547958
23,0.1327892430126667,0.1403257716447115,0.09438652195967734,0.1254220185367103,0.5070764436386526
24,0.00011224849815505422,7.833621658237533e-05,0.0005124843468422569,0.9992823302745819,1.4607886114972879e-05
25,0.7145569063723087,0.06416178471408784,0.015133909415453672,0.17614908306859434,0.029998352809343487
26,1.2897405840706089e-05,1.8582705064995597e-06,0.0001217575788814429,0.9998634457588196,4.574003976617891e-08
27,0.0002928816005152157,5.075311555469142e-05,0.9968861192464828,7.222448090260514e-05,0.002698053591302596
28,0.9999447762966156,2.4502539130999423e-06,1.8995761220941265e-07,1.4966699632239233e-08,5.254509767382842e-05
29,0.357408856973052,0.09182829060591757,0.16887622885406017,0.020578901494445745,0.36130771040916443
30,1.957545028141716e-05,1.2714250545095562e-07,1.3201156304987194e-05,0.999967098236084,2.393131694157155e-08
31,0.05889588641002774,0.6464596688747406,0.15870906505733728,0.09130095969885588,0.04463439015671611
32,0.0017821366927819327,1.92312779669912e-05,0.0029378931103565264,0.9952488094568253,1.1939718028486368e-05
33,0.8835589587688446,0.005248761173078265,0.022066651211844146,0.07894497898354302,0.010180668723478448
34,0.022231282433494925,0.005700545421859715,0.34789784997701645,0.6153773665428162,0.008792977954726666
35,0.0002471464871742768,0.9997525811195374,5.770189151398856e-09,2.418207905030556e-07,3.359204918114249e-08
36,2.9393636745422835e-07,2.8566903639707167e-09,1.6037938888047165e-07,0.9999995529651642,1.2269631152555215e-11
37,0.024087002471787855,0.030543232249328867,0.11435183975845575,0.00015235338014463196,0.8308655843138695
38,0.0009423364289773417,0.00010054118406088719,0.12426388449966908,1.18444426139893e-08,0.8746932446956635
39,0.42722062207758427,0.00880212955235038,0.03949064074549824,0.00033980697526203585,0.5241467766463757
40,0.38396235927939415,0.22639551619067788,0.10587613936513662,0.18533608550205827,0.09842990338802338
41,0.2099420726299286,0.37662169337272644,0.16147292777895927,0.13654455821961164,0.11541873216629028
42,4.276004940197304e-06,9.7739154422402e-07,0.9999517649412155,9.933432221130802e-06,3.307513146244556e-05
43,0.16131030209362507,0.6851743087172508,0.05033083388116211,0.020393823917402187,0.08279070165008307
44,0.017821597191868932,0.7595531046390533,0.004139889839848365,0.21804411287303083,0.0004413418789113166
45,0.009481774067808146,0.0033477423542507267,0.9585681557655334,0.0076849661458027185,0.020917376008583233
46,0.4883671849966049,0.043704400304704905,0.169176010414958,0.0778205522801727,0.2209318084642291
47,0.00055988961867115,0.00024180070886359317,0.01186330005725722,0.9871968328952789,0.00013818592826186915
48,5.6523663367891164e-08,0.9999999552965164,2.972684660058287e-11,4.694845014325839e-10,3.704738506607542e-10
49,0.021383817405308037,0.0031898638271457003,0.006350574596581282,0.9680245816707611,0.0010511691794334865
50,0.0020858334748936613,0.0022552326011009427,0.42580244317650795,8.857644923754293e-06,0.5698476321995258
51,0.23966501140967011,0.08044655900448561,0.2651185104623437,0.020760633458849043,0.3940092772245407
52,0.011300269924873874,0.0003804188684455312,0.42545030266046524,2.4995038153355353e-05,0.5628439895808697
53,0.0028853259914285445,0.0018537397211275675,0.14955459721386433,3.7824795784402454e-07,0.8457059562206268
54,0.033745858820566355,0.030462829613497888,0.30083395913243294,0.00035577991603474857,0.6346015706658363
55,2.0539650761927826e-05,0.9999794512987137,8.268762826471636e-11,5.586808761214111e-10,4.736736109044474e-11
56,1.1314969853432055e-07,1.0190236161833344e-08,3.051611936755183e-08,0.9999998658895493,5.0888682010543057e-11
57,0.27845518248796,0.005983011300486396,0.007637137721758336,3.923223205448689e-05,0.7078854441642761
58,0.10814367234706879,0.14385890308767557,0.2674003839492798,0.011343599820975214,0.46925345063209534
59,0.17894722148776054,0.017028076009637516,0.6285556480288506,0.12449163617566228,0.05097744602244347
60,0.008966164430603385,0.9894786030054092,0.0007801572098742326,0.0002350523816403438,0.0005399967917583126
61,0.0008255367781373479,0.9980220198631287,7.140250104376022e-05,0.0010354855987770861,4.555759917511393e-05
62,0.12141969637013972,0.02403867561952211,0.09069205820560455,0.7400011792778969,0.023848371667554602
63,0.03969503762345994,0.007155265979235992,0.7961407825350761,0.011340593249769881,0.14566830731928349
64,0.0019600376812434206,0.9977835565805435,2.713201102317632e-05,0.0001390919636020671,9.016413123768326e-05
65,0.0013504306898539653,0.001582674768542347,0.9786237329244614,0.013694093086087378,0.004749059153255075
66,0.24469365217373706,0.1831689331738744,0.007187516515841708,0.00022678888975555256,0.5647230762988329
67,0.0021719995206694875,0.02303136697946684,0.7840941920876503,0.00034855100940944794,0.19035387132316828
68,0.7569561302661896,0.2168493876233697,0.0024047215683822287,0.013507696712622419,0.01028210510412464
69,1.9058335953836547e-07,4.591786445864998e-09,6.191577732990797e-07,0.9999992102384567,2.08819684427851e-10
70,1.5502037255879508e-06,2.4650781329038987e-06,3.7116447812596265e-06,0.9999922662973404,1.4462299315647e-09
71,0.03418061800766736,0.01840434392215684,0.5908045917749405,0.007488859104341827,0.3491216031834483
72,3.1987465369809343e-06,0.00015441343737521152,1.9760604299534634e-06,0.9998404085636139,7.0744180561375936e-09
73,0.020214802119880915,0.028685892932116985,0.8200249522924423,0.09887243900448084,0.032201934373006225
74,1.6561612754140836e-05,0.99998340010643,7.262567362091862e-10,4.2724125712135945e-09,3.9936666583352466e-08
75,0.10732589941471815,0.013785960756649729,0.020411348989000544,0.8553845435380936,0.0030922265365234125
76,0.27534128352999687,0.2951377471908927,0.10607440257444978,0.024373360676690936,0.29907321743667126
77,0.8570608198642731,0.007232146279420704,0.018160416511818767,0.0029474136244971305,0.11459914036095142
78,0.23940361570566893,0.043485849746502936,0.209837194532156,0.0019815755877061747,0.5052917674183846
79,0.30299058370292187,0.1446231221780181,0.1661037146113813,0.02573583141202107,0.3605467192828655
80,0.0018260155034113268,0.9974718987941742,3.779089750288733e-05,4.815087539356e-05,0.0006161588155801923
81,0.01272633764983766,0.06003414822680497,0.6729111671447754,0.0011442374858461335,0.2531840903684497
82,0.024377452151384205,0.021887499518925324,0.8532597869634628,0.04115786007605493,0.05931737530045211
83,0.0010226103022432653,0.0014356211559061194,0.014615150037570857,0.982753336429596,0.0001732890079892968
84,4.344363568262177e-05,0.00014499167439377403,0.9909070581197739,0.008689506332113961,0.00021499248367717883
85,0.15115318913012743,0.8293416649103165,0.000765323870112411,0.0005340651478036307,0.0182057714430357
86,0.4120664466172457,0.04110631812363863,0.01852429867722094,0.5188932009041309,0.009409748505277093
87,0.001306178907583444,0.0015349472579739842,0.9721667617559433,0.0011425266883885454,0.023849602483096533
88,0.1400362781714648,0.0519399521745072,0.4886158611625433,0.23965780372236622,0.07975016394630075
89,0.034066245849317056,0.07344124544761144,0.030800915715957444,0.8582611232995987,0.0034304861897496153
90,0.0031214655537041835,3.767541056731716e-05,8.605309130871319e-05,0.9967496246099472,5.218154871755587e-06
91,0.14703120908234268,0.35145969688892365,0.16850104508921504,0.017068805515009444,0.3159392215311527
92,0.12307237551431172,0.00016081357534858398,0.001809114430216141,0.8745873123407364,0.00037041428049633396
93,0.0002876464564138814,0.00017444816835165966,6.294349139679412e-05,0.9994729608297348,2.047894436936655e-06
